Account.ExternalID__c,Amount,CloseDate,CreatedDate,LeadSource,Name,StageName,Type,Difficulty__c,ExternalID__c
ACC-909,227000,2024-05-28,2022-11-05T20:23:00+0200,Other,Leverage frictionless vortals,Perception Analysis,New Customer,30,Opp-673
ACC-613,124000,2024-12-12,2020-05-06T09:11:00+0200,Partner Referral,Brand plug-and-play portals,Closed Won,Existing Customer - Upgrade,90,Opp-674
ACC-220,95000,2025-02-24,2020-09-03T02:10:00+0200,Direct Mail,Extend rich channels,Needs Analysis,Existing Customer - Downgrade,55,Opp-675
ACC-553,169000,2024-09-22,2020-10-08T11:57:00+0200,Direct Mail,Streamline efficient niches,Closed Won,Existing Customer - Upgrade,100,Opp-676
ACC-810,125000,2024-07-12,2025-01-08T01:16:00+0200,Phone Inquiry,E-enable 24/7 roi,Perception Analysis,New Customer,30,Opp-677
ACC-191,31000,2025-02-15,2020-01-12T14:46:00+0200,Phone Inquiry,Redefine rich synergies,Perception Analysis,Existing Customer - Downgrade,45,Opp-678
ACC-317,207000,2024-12-30,2020-02-09T14:59:00+0200,Direct Mail,Expedite b2c applications,Prospecting,New Customer,70,Opp-679
ACC-923,77000,2024-08-22,2024-10-10T22:21:00+0200,Direct Mail,Synthesize holistic systems,Perception Analysis,New Customer,20,Opp-680
ACC-210,110000,2024-12-19,2024-06-03T00:40:00+0200,Web,Synthesize one-to-one interfaces,Id. Decision Makers,New Customer,30,Opp-681
ACC-601,109000,2025-02-24,2021-02-02T09:36:00+0200,Direct Mail,Target virtual web-readiness,Closed Lost,Existing Customer - Downgrade,40,Opp-682
ACC-263,99000,2024-04-10,2022-06-12T15:20:00+0200,Phone Inquiry,Harness best-of-breed action-items,Needs Analysis,Existing Customer - Upgrade,95,Opp-683
ACC-943,168000,2025-01-06,2024-11-10T18:13:00+0200,Phone Inquiry,Syndicate cross-platform e-markets,Id. Decision Makers,Existing Customer - Downgrade,80,Opp-684
ACC-348,99000,2025-01-28,2021-05-05T01:23:00+0200,Trade Show,Transform impactful infrastructures,Qualification,Existing Customer - Downgrade,75,Opp-685
ACC-37,201000,2024-09-21,2024-04-10T17:55:00+0200,Trade Show,Deliver sticky web services,Id. Decision Makers,Existing Customer - Downgrade,30,Opp-686
ACC-967,42000,2024-07-24,2021-11-10T01:57:00+0200,Other,Engage intuitive e-business,Closed Lost,Existing Customer - Upgrade,35,Opp-687
ACC-739,171000,2025-02-09,2022-11-09T06:42:00+0200,Trade Show,Unleash dot-com functionalities,Prospecting,Existing Customer - Downgrade,20,Opp-688
ACC-231,107000,2024-09-26,2024-05-03T11:14:00+0200,Partner Referral,Scale mission-critical bandwidth,Qualification,Existing Customer - Upgrade,55,Opp-689
ACC-534,130000,2024-09-01,2024-12-03T20:39:00+0200,Trade Show,Maximize enterprise users,Closed Won,Existing Customer - Replacement,60,Opp-690
ACC-406,187000,2024-07-15,2024-11-12T13:11:00+0200,Phone Inquiry,Disintermediate magnetic functionalities,Value Proposition,Existing Customer - Replacement,0,Opp-691
ACC-538,216000,2025-01-07,2020-05-06T13:27:00+0200,Other,Enable revolutionary paradigms,Needs Analysis,Existing Customer - Upgrade,65,Opp-692
ACC-938,168000,2024-04-26,2023-03-13T01:14:00+0200,Partner Referral,Transform killer models,Prospecting,New Customer,60,Opp-693
ACC-657,216000,2024-05-29,2020-06-01T16:38:00+0200,Phone Inquiry,Scale global models,Id. Decision Makers,Existing Customer - Downgrade,25,Opp-694
ACC-606,234000,2024-04-20,2021-05-05T10:38:00+0200,Phone Inquiry,Orchestrate killer functionalities,Closed Won,Existing Customer - Replacement,50,Opp-695
ACC-689,157000,2024-05-03,2020-11-02T09:35:00+0200,Other,Visualize clicks-and-mortar architectures,Value Proposition,Existing Customer - Downgrade,60,Opp-696
ACC-222,16000,2024-06-18,2021-09-04T06:44:00+0200,Direct Mail,Productize enterprise e-tailers,Closed Lost,Existing Customer - Downgrade,100,Opp-697
ACC-934,171000,2025-02-15,2023-12-07T22:23:00+0200,Phone Inquiry,Cultivate impactful e-commerce,Closed Lost,Existing Customer - Replacement,55,Opp-698
ACC-734,9000,2024-12-27,2022-08-01T02:10:00+0200,Partner Referral,Revolutionize intuitive vortals,Needs Analysis,Existing Customer - Upgrade,35,Opp-699
ACC-139,26000,2024-04-07,2024-09-09T15:17:00+0200,Partner Referral,Generate value-added methodologies,Id. Decision Makers,New Customer,40,Opp-700
ACC-359,159000,2025-03-24,2024-02-05T05:23:00+0200,Partner Referral,Incentivize e-business metrics,Closed Won,Existing Customer - Downgrade,80,Opp-701
ACC-62,199000,2024-11-22,2022-10-03T11:23:58+0200,Partner Referral,Visualize frictionless infrastructures,Closed Lost,New Customer,75,Opp-702
ACC-903,116000,2024-07-22,2024-09-06T22:36:00+0200,Web,Revolutionize 24/365 infrastructures,Id. Decision Makers,Existing Customer - Downgrade,10,Opp-703
ACC-29,91000,2024-11-29,2023-01-03T09:38:00+0200,Phone Inquiry,Reinvent leading-edge e-business,Value Proposition,Existing Customer - Downgrade,70,Opp-704
ACC-548,26000,2024-07-21,2020-01-03T20:21:00+0200,Other,Scale visionary convergence,Value Proposition,Existing Customer - Downgrade,15,Opp-705
ACC-622,175000,2024-11-24,2023-04-09T04:57:00+0200,Direct Mail,Enhance bricks-and-clicks e-commerce,Id. Decision Makers,Existing Customer - Upgrade,55,Opp-706
ACC-882,244000,2024-08-18,2024-10-10T09:22:00+0200,Trade Show,Extend plug-and-play applications,Prospecting,Existing Customer - Replacement,30,Opp-707
ACC-946,148000,2024-12-09,2021-06-03T09:33:00+0200,Partner Referral,Facilitate open-source communities,Negotiation/Review,New Customer,20,Opp-708
ACC-502,196000,2024-04-02,2024-09-02T17:19:00+0200,Partner Referral,Facilitate turn-key schemas,Perception Analysis,Existing Customer - Upgrade,15,Opp-709
ACC-262,195000,2024-04-05,2023-06-04T21:00:00+0200,Phone Inquiry,Synergize 24/365 vortals,Needs Analysis,Existing Customer - Replacement,100,Opp-710
ACC-864,191000,2024-06-01,2020-04-30T22:07:00+0200,Other,Extend vertical models,Value Proposition,Existing Customer - Replacement,55,Opp-711
ACC-30,185000,2024-11-28,2021-04-10T13:12:00+0200,Partner Referral,Extend innovative channels,Prospecting,New Customer,35,Opp-712
ACC-751,220000,2025-02-24,2025-01-11T22:16:00+0200,Direct Mail,Re-contextualize killer eyeballs,Proposal/Price Quote,Existing Customer - Downgrade,30,Opp-713
ACC-434,62000,2025-02-26,2021-04-04T13:52:00+0200,Trade Show,Optimize wireless infrastructures,Value Proposition,New Customer,95,Opp-714
ACC-53,50000,2024-10-12,2023-09-01T02:35:00+0200,Partner Referral,Synthesize leading-edge communities,Value Proposition,New Customer,15,Opp-715
ACC-920,58000,2025-03-28,2024-01-09T23:14:00+0200,Trade Show,Envisioneer world-class vortals,Perception Analysis,Existing Customer - Replacement,30,Opp-716
ACC-384,201000,2024-08-22,2023-02-08T20:42:00+0200,Web,Envisioneer leading-edge e-services,Closed Lost,Existing Customer - Downgrade,90,Opp-717
ACC-744,176000,2024-11-15,2021-10-08T16:34:00+0200,Partner Referral,Engineer ubiquitous partnerships,Needs Analysis,New Customer,80,Opp-718
ACC-799,117000,2024-07-16,2024-04-30T21:53:58+0200,Other,Scale vertical experiences,Qualification,New Customer,95,Opp-719
ACC-526,118000,2024-09-22,2021-08-08T22:56:00+0200,Other,Deliver viral markets,Proposal/Price Quote,Existing Customer - Replacement,30,Opp-720
ACC-443,134000,2024-08-09,2020-06-12T10:36:00+0200,Trade Show,Scale 24/7 e-services,Proposal/Price Quote,Existing Customer - Upgrade,85,Opp-721
ACC-426,209000,2024-05-05,2023-04-05T11:06:00+0200,Trade Show,Mesh out-of-the-box deliverables,Value Proposition,Existing Customer - Downgrade,10,Opp-722
ACC-389,102000,2024-04-13,2021-06-03T08:37:00+0200,Trade Show,Monetize vertical web services,Value Proposition,Existing Customer - Downgrade,90,Opp-723
ACC-557,229000,2024-05-18,2024-09-04T06:47:00+0200,Phone Inquiry,Strategize dot-com content,Id. Decision Makers,Existing Customer - Replacement,65,Opp-724
ACC-80,18000,2024-05-03,2024-01-04T06:58:00+0200,Trade Show,Redefine synergistic e-commerce,Prospecting,Existing Customer - Upgrade,70,Opp-725
ACC-406,116000,2025-02-25,2022-05-31T13:38:58+0200,Direct Mail,Architect turn-key solutions,Needs Analysis,Existing Customer - Replacement,0,Opp-726
ACC-797,232000,2024-05-12,2024-07-03T08:37:00+0200,Other,Reinvent dynamic relationships,Closed Won,Existing Customer - Upgrade,25,Opp-727
ACC-64,229000,2024-06-11,2022-09-02T13:36:00+0200,Trade Show,Leverage value-added e-tailers,Prospecting,New Customer,60,Opp-728
ACC-438,231000,2024-06-10,2025-01-04T10:56:00+0200,Phone Inquiry,Optimize leading-edge eyeballs,Closed Won,Existing Customer - Replacement,55,Opp-729
ACC-774,15000,2024-12-21,2021-08-05T12:33:00+0200,Web,Enhance dot-com e-tailers,Qualification,New Customer,90,Opp-730
ACC-343,125000,2024-07-19,2024-07-09T22:36:00+0200,Direct Mail,Integrate b2c info-mediaries,Qualification,Existing Customer - Replacement,80,Opp-731
ACC-944,229000,2024-11-19,2024-12-12T17:10:00+0200,Phone Inquiry,Architect distributed e-business,Negotiation/Review,New Customer,25,Opp-732
ACC-512,216000,2024-07-07,2022-09-12T02:35:00+0200,Other,Implement value-added users,Closed Lost,Existing Customer - Downgrade,80,Opp-733
ACC-623,21000,2024-06-29,2023-03-05T04:05:00+0200,Phone Inquiry,Unleash end-to-end vortals,Prospecting,Existing Customer - Replacement,40,Opp-734
ACC-398,58000,2024-10-28,2021-09-03T03:06:00+0200,Partner Referral,Orchestrate virtual convergence,Negotiation/Review,New Customer,95,Opp-735
ACC-548,85000,2024-07-09,2024-04-01T23:03:00+0200,Other,Aggregate intuitive bandwidth,Value Proposition,Existing Customer - Replacement,80,Opp-736
ACC-762,234000,2024-05-07,2023-11-03T18:45:00+0200,Trade Show,Cultivate visionary models,Id. Decision Makers,Existing Customer - Downgrade,75,Opp-737
ACC-416,14000,2024-10-10,2024-03-01T01:02:00+0200,Web,Grow efficient architectures,Id. Decision Makers,New Customer,50,Opp-738
ACC-835,157000,2024-05-03,2021-08-10T16:29:00+0200,Other,Facilitate 24/7 relationships,Closed Lost,Existing Customer - Upgrade,100,Opp-739
ACC-313,179000,2024-04-03,2024-10-02T04:30:00+0200,Partner Referral,Orchestrate cross-platform web-readiness,Negotiation/Review,New Customer,90,Opp-740
ACC-505,102000,2025-02-28,2022-03-05T08:08:00+0200,Web,Utilize global e-tailers,Negotiation/Review,New Customer,35,Opp-741
ACC-856,222000,2024-09-02,2020-11-03T23:30:00+0200,Trade Show,Leverage proactive e-services,Id. Decision Makers,Existing Customer - Replacement,70,Opp-742
ACC-870,103000,2024-04-04,2022-03-02T12:08:00+0200,Web,Transform magnetic vortals,Proposal/Price Quote,New Customer,30,Opp-743
ACC-158,191000,2024-08-15,2024-01-01T01:05:00+0200,Phone Inquiry,Orchestrate e-business schemas,Value Proposition,Existing Customer - Replacement,90,Opp-744
ACC-697,177000,2025-02-22,2020-12-12T06:06:00+0200,Direct Mail,Exploit holistic users,Perception Analysis,Existing Customer - Downgrade,45,Opp-745
ACC-712,246000,2024-05-16,2022-01-10T17:03:00+0200,Direct Mail,Exploit 24/365 e-tailers,Perception Analysis,Existing Customer - Upgrade,40,Opp-746
ACC-784,149000,2024-08-04,2025-03-04T12:58:00+0200,Trade Show,Redefine scalable solutions,Qualification,New Customer,95,Opp-747
ACC-496,183000,2025-01-09,2020-01-07T13:34:00+0200,Web,Productize ubiquitous platforms,Needs Analysis,Existing Customer - Replacement,60,Opp-748
ACC-349,220000,2024-07-31,2024-12-11T06:38:00+0200,Other,Seize cross-media technologies,Value Proposition,Existing Customer - Upgrade,95,Opp-749
ACC-321,41000,2025-01-05,2024-12-10T11:51:00+0200,Other,Integrate value-added networks,Closed Won,Existing Customer - Downgrade,90,Opp-750
ACC-333,77000,2024-06-17,2020-09-06T06:33:00+0200,Partner Referral,Iterate 24/7 relationships,Id. Decision Makers,Existing Customer - Upgrade,30,Opp-751
ACC-209,133000,2024-06-21,2023-01-10T01:47:00+0200,Direct Mail,Orchestrate viral models,Perception Analysis,Existing Customer - Upgrade,90,Opp-752
ACC-434,56000,2025-02-17,2020-06-09T10:05:00+0200,Partner Referral,Reinvent 24/365 metrics,Id. Decision Makers,Existing Customer - Downgrade,90,Opp-753
ACC-881,209000,2024-04-05,2024-04-09T17:59:00+0200,Direct Mail,Incubate next-generation content,Perception Analysis,Existing Customer - Replacement,90,Opp-754
ACC-835,99000,2024-08-05,2020-01-05T13:52:00+0200,Web,Productize cross-media functionalities,Negotiation/Review,Existing Customer - Upgrade,75,Opp-755
ACC-836,198000,2025-03-13,2020-07-10T01:36:00+0200,Partner Referral,Harness wireless mindshare,Prospecting,Existing Customer - Replacement,35,Opp-756
ACC-262,16000,2024-06-12,2021-03-10T06:00:00+0200,Web,Embrace value-added architectures,Negotiation/Review,Existing Customer - Replacement,55,Opp-757
ACC-322,243000,2024-11-21,2024-01-07T13:59:00+0200,Partner Referral,Scale plug-and-play relationships,Needs Analysis,Existing Customer - Replacement,55,Opp-758
ACC-893,174000,2024-07-06,2021-12-11T17:28:00+0200,Phone Inquiry,Mesh integrated metrics,Closed Won,Existing Customer - Upgrade,10,Opp-759
ACC-333,171000,2024-12-13,2021-10-02T00:58:00+0200,Web,Extend front-end action-items,Qualification,Existing Customer - Upgrade,100,Opp-760
ACC-994,196000,2025-03-05,2024-12-11T13:09:00+0200,Direct Mail,Re-contextualize 24/365 e-tailers,Closed Lost,Existing Customer - Downgrade,30,Opp-761
ACC-195,88000,2024-05-22,2024-11-08T22:59:00+0200,Partner Referral,Enhance real-time niches,Negotiation/Review,Existing Customer - Downgrade,35,Opp-762
ACC-894,163000,2025-01-27,2021-01-01T15:56:00+0200,Trade Show,Orchestrate customized bandwidth,Closed Won,Existing Customer - Upgrade,100,Opp-763
ACC-22,167000,2025-01-28,2021-08-06T19:59:00+0200,Trade Show,Syndicate plug-and-play bandwidth,Perception Analysis,Existing Customer - Downgrade,55,Opp-764
ACC-658,71000,2024-11-14,2024-02-06T09:24:00+0200,Direct Mail,Engineer out-of-the-box synergies,Closed Won,Existing Customer - Replacement,15,Opp-765
ACC-754,99000,2024-09-08,2023-06-01T18:51:00+0200,Other,Disintermediate turn-key eyeballs,Negotiation/Review,Existing Customer - Upgrade,75,Opp-766
ACC-67,143000,2025-03-29,2023-05-08T12:26:00+0200,Trade Show,Evolve vertical models,Needs Analysis,New Customer,0,Opp-767
ACC-214,104000,2024-08-21,2020-03-11T09:53:58+0200,Partner Referral,Envisioneer scalable schemas,Closed Won,Existing Customer - Replacement,10,Opp-768
ACC-67,248000,2025-03-03,2020-07-12T20:08:00+0200,Partner Referral,Implement bleeding-edge methodologies,Needs Analysis,Existing Customer - Replacement,60,Opp-769
ACC-616,28000,2024-06-07,2024-08-11T17:17:00+0200,Partner Referral,Exploit collaborative interfaces,Prospecting,Existing Customer - Downgrade,95,Opp-770
ACC-54,27000,2024-10-05,2024-03-02T20:37:00+0200,Direct Mail,Exploit real-time synergies,Negotiation/Review,Existing Customer - Downgrade,85,Opp-771
ACC-62,180000,2025-01-20,2024-04-08T20:51:00+0200,Other,Whiteboard revolutionary bandwidth,Negotiation/Review,Existing Customer - Downgrade,15,Opp-772
ACC-24,21000,2024-05-29,2023-08-06T16:59:00+0200,Direct Mail,Aggregate next-generation solutions,Id. Decision Makers,Existing Customer - Downgrade,80,Opp-773
ACC-137,245000,2024-11-24,2024-02-04T16:09:00+0200,Direct Mail,Monetize web-enabled web services,Proposal/Price Quote,Existing Customer - Upgrade,5,Opp-774
ACC-450,178000,2024-09-19,2020-04-06T20:28:00+0200,Partner Referral,Generate back-end applications,Value Proposition,Existing Customer - Upgrade,40,Opp-775
ACC-460,185000,2024-06-03,2020-11-02T16:32:00+0200,Phone Inquiry,Reinvent bleeding-edge web-readiness,Qualification,Existing Customer - Upgrade,75,Opp-776
ACC-393,200000,2024-07-26,2021-03-08T19:52:00+0200,Direct Mail,Incubate interactive synergies,Closed Won,Existing Customer - Replacement,25,Opp-777
ACC-187,192000,2025-01-19,2024-07-12T02:03:00+0200,Web,Target synergistic infrastructures,Closed Won,New Customer,45,Opp-778
ACC-883,197000,2024-08-16,2022-10-12T15:51:00+0200,Partner Referral,Productize global info-mediaries,Closed Lost,New Customer,10,Opp-779
ACC-245,200000,2025-03-05,2024-09-30T20:15:00+0200,Direct Mail,Strategize collaborative supply-chains,Closed Won,Existing Customer - Downgrade,35,Opp-780
ACC-836,240000,2024-09-17,2020-08-10T01:45:00+0200,Partner Referral,Redefine open-source e-business,Prospecting,Existing Customer - Upgrade,35,Opp-781
ACC-980,97000,2025-02-21,2024-07-02T23:51:00+0200,Direct Mail,Generate proactive niches,Prospecting,Existing Customer - Replacement,75,Opp-782
ACC-755,242000,2025-03-17,2023-08-31T21:04:00+0200,Other,Extend scalable metrics,Perception Analysis,Existing Customer - Downgrade,100,Opp-783
ACC-691,56000,2025-01-24,2022-02-10T16:02:00+0200,Other,Engage sticky content,Qualification,Existing Customer - Replacement,15,Opp-784
ACC-981,87000,2024-06-02,2024-02-06T06:35:00+0200,Trade Show,Harness virtual channels,Closed Won,Existing Customer - Upgrade,40,Opp-785
ACC-639,217000,2024-08-03,2022-09-05T11:01:00+0200,Direct Mail,Generate end-to-end infrastructures,Closed Lost,Existing Customer - Replacement,25,Opp-786
ACC-354,180000,2024-12-14,2020-08-11T07:23:00+0200,Direct Mail,Architect world-class e-markets,Perception Analysis,Existing Customer - Replacement,20,Opp-787
ACC-154,26000,2024-08-28,2023-08-12T19:14:00+0200,Partner Referral,Expedite leading-edge platforms,Negotiation/Review,New Customer,85,Opp-788
ACC-169,97000,2024-08-07,2021-02-04T15:22:00+0200,Trade Show,Enable dot-com portals,Proposal/Price Quote,Existing Customer - Upgrade,80,Opp-789
ACC-318,92000,2024-07-21,2023-03-12T15:56:00+0200,Other,Utilize robust niches,Needs Analysis,Existing Customer - Upgrade,60,Opp-790
ACC-453,114000,2024-11-12,2022-04-08T21:29:00+0200,Phone Inquiry,Transform web-enabled e-commerce,Id. Decision Makers,Existing Customer - Upgrade,10,Opp-791
ACC-491,99000,2025-02-01,2023-02-07T18:53:00+0200,Phone Inquiry,Productize interactive supply-chains,Needs Analysis,Existing Customer - Downgrade,95,Opp-792
ACC-147,122000,2024-09-28,2022-12-11T07:21:00+0200,Trade Show,Re-contextualize e-business deliverables,Prospecting,Existing Customer - Upgrade,70,Opp-793
ACC-419,175000,2024-05-20,2023-12-07T12:40:00+0200,Direct Mail,Engineer ubiquitous methodologies,Negotiation/Review,Existing Customer - Downgrade,5,Opp-794
ACC-904,33000,2024-04-18,2020-01-11T15:36:00+0200,Partner Referral,Mesh wireless web-readiness,Qualification,New Customer,25,Opp-795
ACC-339,69000,2024-12-23,2020-06-09T12:17:00+0200,Phone Inquiry,Brand world-class interfaces,Qualification,Existing Customer - Replacement,65,Opp-796
ACC-28,57000,2024-11-01,2020-03-06T21:38:00+0200,Phone Inquiry,Maximize vertical partnerships,Perception Analysis,Existing Customer - Upgrade,45,Opp-797
ACC-599,119000,2024-09-22,2023-02-02T13:32:00+0200,Partner Referral,Grow robust models,Prospecting,Existing Customer - Downgrade,85,Opp-798
ACC-177,130000,2025-01-25,2022-01-01T19:45:00+0200,Other,Transition user-centric synergies,Value Proposition,New Customer,45,Opp-799
ACC-261,88000,2024-08-30,2020-02-12T10:30:00+0200,Direct Mail,Extend ubiquitous e-commerce,Negotiation/Review,Existing Customer - Replacement,35,Opp-800
ACC-980,132000,2025-02-09,2020-04-12T09:40:00+0200,Phone Inquiry,Extend world-class partnerships,Id. Decision Makers,Existing Customer - Downgrade,45,Opp-801
ACC-565,218000,2025-01-19,2020-12-11T07:21:00+0200,Trade Show,Target mission-critical platforms,Closed Won,Existing Customer - Replacement,80,Opp-802
ACC-451,171000,2024-05-03,2023-06-07T13:41:00+0200,Direct Mail,Optimize integrated e-services,Negotiation/Review,Existing Customer - Downgrade,60,Opp-803
ACC-525,119000,2024-09-20,2024-07-05T04:30:00+0200,Web,Optimize global eyeballs,Qualification,Existing Customer - Upgrade,50,Opp-804
ACC-930,80000,2024-07-08,2023-05-02T12:58:00+0200,Phone Inquiry,Deploy 24/365 mindshare,Value Proposition,Existing Customer - Replacement,80,Opp-805
ACC-184,189000,2024-11-18,2022-06-10T00:15:00+0200,Trade Show,Matrix cross-platform e-services,Qualification,Existing Customer - Replacement,30,Opp-806
ACC-404,241000,2024-05-06,2025-02-06T07:02:58+0200,Web,Syndicate holistic bandwidth,Closed Won,Existing Customer - Upgrade,90,Opp-807
ACC-60,244000,2024-04-05,2024-09-01T23:28:00+0200,Direct Mail,Reinvent collaborative methodologies,Needs Analysis,Existing Customer - Replacement,60,Opp-808
ACC-383,18000,2024-07-25,2020-10-06T14:35:00+0200,Phone Inquiry,Mesh robust convergence,Proposal/Price Quote,Existing Customer - Replacement,35,Opp-809
ACC-527,69000,2024-08-11,2021-01-02T15:29:00+0200,Partner Referral,Scale b2c models,Closed Lost,Existing Customer - Downgrade,40,Opp-810
ACC-77,121000,2024-07-01,2023-12-03T01:14:00+0200,Trade Show,Strategize end-to-end infrastructures,Qualification,New Customer,25,Opp-811
ACC-908,44000,2024-11-26,2023-06-03T18:17:00+0200,Direct Mail,Orchestrate collaborative communities,Id. Decision Makers,Existing Customer - Replacement,45,Opp-812
ACC-497,170000,2024-08-07,2022-09-08T20:53:00+0200,Other,Extend extensible content,Needs Analysis,Existing Customer - Replacement,25,Opp-813
ACC-263,234000,2025-01-10,2021-05-13T04:54:00+0200,Direct Mail,Morph extensible info-mediaries,Closed Won,New Customer,25,Opp-814
ACC-716,108000,2024-05-08,2021-08-10T23:23:58+0200,Trade Show,Maximize frictionless systems,Negotiation/Review,Existing Customer - Replacement,75,Opp-815
ACC-885,50000,2025-03-02,2021-05-02T20:32:58+0200,Phone Inquiry,Matrix vertical web services,Closed Won,Existing Customer - Upgrade,100,Opp-816
ACC-296,189000,2024-09-29,2023-09-05T20:08:00+0200,Direct Mail,Orchestrate next-generation systems,Prospecting,Existing Customer - Upgrade,60,Opp-817
ACC-459,161000,2024-08-22,2020-12-12T19:25:00+0200,Other,Deliver sticky e-commerce,Needs Analysis,New Customer,10,Opp-818
ACC-533,214000,2025-02-21,2022-03-31T13:54:00+0200,Partner Referral,Harness efficient content,Closed Lost,Existing Customer - Replacement,90,Opp-819
ACC-896,218000,2024-11-16,2020-01-11T22:47:00+0200,Trade Show,E-enable user-centric vortals,Closed Lost,Existing Customer - Upgrade,75,Opp-820
ACC-189,34000,2024-11-28,2024-09-04T22:00:00+0200,Web,Cultivate vertical deliverables,Perception Analysis,Existing Customer - Downgrade,45,Opp-821
ACC-931,23000,2024-06-21,2021-06-01T02:28:00+0200,Trade Show,Reinvent leading-edge relationships,Closed Lost,New Customer,35,Opp-822
ACC-321,174000,2024-06-02,2021-05-12T10:07:00+0200,Phone Inquiry,Maximize mission-critical technologies,Perception Analysis,New Customer,0,Opp-823
ACC-499,97000,2025-03-26,2023-08-02T12:17:00+0200,Web,Target proactive deliverables,Perception Analysis,Existing Customer - Upgrade,55,Opp-824
ACC-193,61000,2024-11-06,2023-09-04T08:32:00+0200,Web,Matrix clicks-and-mortar users,Closed Lost,Existing Customer - Upgrade,35,Opp-825
ACC-993,29000,2024-07-06,2023-08-07T09:02:00+0200,Phone Inquiry,Harness web-enabled eyeballs,Negotiation/Review,New Customer,20,Opp-826
ACC-773,159000,2024-12-23,2024-04-30T23:03:00+0200,Trade Show,Monetize extensible solutions,Needs Analysis,Existing Customer - Downgrade,75,Opp-827
ACC-607,146000,2024-05-02,2024-06-11T00:15:00+0200,Other,Streamline holistic content,Perception Analysis,Existing Customer - Downgrade,65,Opp-828
ACC-220,52000,2024-07-30,2022-04-06T00:15:00+0200,Other,Deploy global solutions,Perception Analysis,Existing Customer - Upgrade,50,Opp-829
ACC-391,243000,2024-07-26,2022-07-04T06:08:00+0200,Trade Show,Exploit compelling bandwidth,Id. Decision Makers,New Customer,50,Opp-830
ACC-49,192000,2024-08-11,2023-01-09T06:00:00+0200,Trade Show,Morph visionary markets,Closed Lost,Existing Customer - Replacement,90,Opp-831
ACC-868,147000,2025-02-02,2024-08-07T14:28:00+0200,Trade Show,Redefine vertical content,Id. Decision Makers,Existing Customer - Upgrade,95,Opp-832
ACC-342,128000,2025-01-20,2020-08-05T22:02:00+0200,Web,Cultivate distributed communities,Closed Won,Existing Customer - Upgrade,90,Opp-833
ACC-118,101000,2024-07-02,2024-12-01T08:14:00+0200,Trade Show,Implement end-to-end web-readiness,Prospecting,Existing Customer - Upgrade,20,Opp-834
ACC-746,129000,2024-09-24,2025-03-10T16:25:00+0200,Trade Show,Benchmark global technologies,Qualification,Existing Customer - Downgrade,5,Opp-835
ACC-716,26000,2024-05-14,2023-10-04T01:25:00+0200,Web,Syndicate one-to-one solutions,Value Proposition,Existing Customer - Replacement,95,Opp-836
ACC-784,85000,2025-03-09,2025-02-02T12:24:00+0200,Web,Scale plug-and-play roi,Id. Decision Makers,New Customer,75,Opp-837
ACC-747,104000,2025-02-13,2024-04-04T04:43:00+0200,Partner Referral,Re-contextualize innovative deliverables,Closed Won,New Customer,80,Opp-838
ACC-44,49000,2025-02-27,2022-10-07T19:18:00+0200,Phone Inquiry,Strategize back-end applications,Qualification,New Customer,55,Opp-839
ACC-974,13000,2024-07-06,2020-09-10T21:24:00+0200,Phone Inquiry,Unleash collaborative paradigms,Value Proposition,Existing Customer - Replacement,5,Opp-840
ACC-1,42000,2024-09-23,2020-06-03T21:51:00+0200,Trade Show,Monetize best-of-breed models,Closed Won,Existing Customer - Replacement,80,Opp-841
ACC-716,236000,2024-07-25,2023-12-06T06:35:00+0200,Trade Show,Deploy real-time technologies,Perception Analysis,Existing Customer - Replacement,45,Opp-842
ACC-365,168000,2024-11-10,2022-08-10T15:27:00+0200,Trade Show,Productize 24/365 systems,Needs Analysis,Existing Customer - Upgrade,15,Opp-843
ACC-595,158000,2024-08-01,2020-04-01T12:24:00+0200,Phone Inquiry,Repurpose ubiquitous markets,Id. Decision Makers,New Customer,65,Opp-844
ACC-412,31000,2024-04-20,2023-12-02T06:00:00+0200,Other,Maximize back-end communities,Closed Lost,Existing Customer - Replacement,90,Opp-845
ACC-676,153000,2025-02-07,2022-10-11T18:20:00+0200,Phone Inquiry,Implement bleeding-edge e-services,Negotiation/Review,Existing Customer - Upgrade,30,Opp-846
ACC-298,133000,2024-12-10,2021-05-10T17:46:00+0200,Partner Referral,Monetize virtual deliverables,Prospecting,Existing Customer - Downgrade,10,Opp-847
ACC-511,89000,2024-05-26,2020-04-09T10:59:00+0200,Trade Show,Implement one-to-one web-readiness,Perception Analysis,Existing Customer - Replacement,25,Opp-848
ACC-932,232000,2025-03-10,2024-05-05T02:55:00+0200,Web,Orchestrate back-end markets,Needs Analysis,Existing Customer - Downgrade,90,Opp-849
ACC-649,97000,2024-10-02,2022-03-06T17:51:00+0200,Direct Mail,Enhance one-to-one platforms,Needs Analysis,Existing Customer - Downgrade,55,Opp-850
ACC-699,48000,2024-09-15,2020-01-07T19:21:00+0200,Trade Show,Extend value-added platforms,Needs Analysis,Existing Customer - Upgrade,75,Opp-851
ACC-209,228000,2024-07-06,2021-11-11T15:00:00+0200,Direct Mail,Iterate visionary roi,Closed Lost,Existing Customer - Replacement,40,Opp-852
ACC-644,149000,2025-02-24,2023-04-10T15:00:00+0200,Other,Disintermediate leading-edge markets,Prospecting,Existing Customer - Upgrade,70,Opp-853
